,NAICS2017_LABEL,SEX_LABEL,ETH_GROUP,RACE_GROUP,RACE_GROUP_LABEL,VET_GROUP_LABEL,YIBSZFI,YIBSZFI_LABEL,FIRMPDEMP,RCPPDEMP,EMP,PAYANN,EMPSZFI,EMPSZFI_LABEL
10454,Accommodation and food services,Total,001,90,Minority,Equally veteran/nonveteran,322,Firms with 11 to 15 years in business,S,S,"1,000 to 2,499 employees",S,,
10455,Accommodation and food services,Total,001,90,Minority,Equally veteran/nonveteran,323,Firms with 16 or more years in business,306,R,4189,90583,,
10456,Accommodation and food services,Total,001,91,Equally minority/nonminority,Equally veteran/nonveteran,311,Firms with less than 2 years in business,255,O,1500,1187906,,
10457,Accommodation and food services,Total,001,91,Equally minority/nonminority,Equally veteran/nonveteran,318,Firms with 2 to 3 years in business,S,S,"1,000 to 2,499 employees",S,,
10458,Accommodation and food services,Total,001,91,Equally minority/nonminority,Equally veteran/nonveteran,319,Firms with 4 to 5 years in business,S,S,500 to 999 employees,S,,
10459,Accommodation and food services,Total,001,91,Equally minority/nonminority,Equally veteran/nonveteran,321,Firms with 6 to 10 years in business,S,S,"2,500 to 4,999 employees",S,,
10460,Accommodation and food services,Total,001,91,Equally minority/nonminority,Equally veteran/nonveteran,322,Firms with 11 to 15 years in business,46,R,2762,62134,,
10461,Accommodation and food services,Total,001,91,Equally minority/nonminority,Equally veteran/nonveteran,323,Firms with 16 or more years in business,S,S,"10,000 to 24,999 employees",S,,
10462,Accommodation and food services,Total,001,92,Nonminority,Equally veteran/nonveteran,311,Firms with less than 2 years in business,1978,U,18328,358077,,
10463,Accommodation and food services,Total,001,92,Nonminority,Equally veteran/nonveteran,318,Firms with 2 to 3 years in business,1769,U,26926,442844,,
10464,Accommodation and food services,Total,001,92,Nonminority,Equally veteran/nonveteran,319,Firms with 4 to 5 years in business,S,S,"10,000 to 24,999 employees",S,,
10465,Accommodation and food services,Total,001,92,Nonminority,Equally veteran/nonveteran,321,Firms with 6 to 10 years in business,1914,U,26502,520963,,
10466,Accommodation and food services,Total,001,92,Nonminority,Equally veteran/nonveteran,322,Firms with 11 to 15 years in business,1519,U,29359,618464,,
10467,Accommodation and food services,Total,001,92,Nonminority,Equally veteran/nonveteran,323,Firms with 16 or more years in business,3324,W,95789,1769396,,
10468,Accommodation and food services,Total,001,00,Total,Nonveteran,311,Firms with less than 2 years in business,97241,W,843585,18474296,,
10469,Accommodation and food services,Total,001,00,Total,Nonveteran,318,Firms with 2 to 3 years in business,82376,W,1140222,20879815,,
10470,Accommodation and food services,Total,001,00,Total,Nonveteran,319,Firms with 4 to 5 years in business,61891,W,941487,18392899,,
10471,Accommodation and food services,Total,001,00,Total,Nonveteran,321,Firms with 6 to 10 years in business,93150,W,1488772,28742334,,
10472,Accommodation and food services,Total,001,00,Total,Nonveteran,322,Firms with 11 to 15 years in business,62818,W,1212025,24457137,,
10473,Accommodation and food services,Total,001,00,Total,Nonveteran,323,Firms with 16 or more years in business,104068,W,4105888,81580890,,
10474,Accommodation and food services,Female,001,00,Total,Nonveteran,311,Firms with less than 2 years in business,23485,W,169106,3739905,,
10475,Accommodation and food services,Female,001,00,Total,Nonveteran,318,Firms with 2 to 3 years in business,19858,W,226452,4204540,,
10476,Accommodation and food services,Female,001,00,Total,Nonveteran,319,Firms with 4 to 5 years in business,15073,W,193241,3908770,,
10477,Accommodation and food services,Female,001,00,Total,Nonveteran,321,Firms with 6 to 10 years in business,22695,W,279084,5298350,,
10478,Accommodation and food services,Female,001,00,Total,Nonveteran,322,Firms with 11 to 15 years in business,13913,W,184532,3546395,,
10479,Accommodation and food services,Female,001,00,Total,Nonveteran,323,Firms with 16 or more years in business,22453,W,547566,11431807,,
10480,Accommodation and food services,Male,001,00,Total,Nonveteran,311,Firms with less than 2 years in business,54899,W,532077,11701095,,
10481,Accommodation and food services,Male,001,00,Total,Nonveteran,318,Firms with 2 to 3 years in business,46179,W,719254,13278398,,
10482,Accommodation and food services,Male,001,00,Total,Nonveteran,319,Firms with 4 to 5 years in business,34536,W,584879,11446739,,
10483,Accommodation and food services,Male,001,00,Total,Nonveteran,321,Firms with 6 to 10 years in business,51849,W,935400,18116906,,
10484,Accommodation and food services,Male,001,00,Total,Nonveteran,322,Firms with 11 to 15 years in business,36450,W,769010,15775048,,
10485,Accommodation and food services,Male,001,00,Total,Nonveteran,323,Firms with 16 or more years in business,60585,W,2883733,56693989,,
10486,Accommodation and food services,Equally male/female,001,00,Total,Nonveteran,311,Firms with less than 2 years in business,18857,W,142402,3033297,,
10487,Accommodation and food services,Equally male/female,001,00,Total,Nonveteran,318,Firms with 2 to 3 years in business,16339,W,194515,3396877,,
10488,Accommodation and food services,Equally male/female,001,00,Total,Nonveteran,319,Firms with 4 to 5 years in business,12282,W,163367,3037391,,
10489,Accommodation and food services,Equally male/female,001,00,Total,Nonveteran,321,Firms with 6 to 10 years in business,18603,W,274288,5327078,,
10490,Accommodation and food services,Equally male/female,001,00,Total,Nonveteran,322,Firms with 11 to 15 years in business,12454,W,258483,5135695,,
10491,Accommodation and food services,Equally male/female,001,00,Total,Nonveteran,323,Firms with 16 or more years in business,21027,W,674589,13455094,,
10492,Accommodation and food services,Total,020,00,Total,Nonveteran,311,Firms with less than 2 years in business,7764,U,53145,1151017,,
10493,Accommodation and food services,Total,020,00,Total,Nonveteran,318,Firms with 2 to 3 years in business,7770,W,83797,1616679,,
10494,Accommodation and food services,Total,020,00,Total,Nonveteran,319,Firms with 4 to 5 years in business,5526,U,75919,1464342,,
10495,Accommodation and food services,Total,020,00,Total,Nonveteran,321,Firms with 6 to 10 years in business,9289,W,128241,2690790,,
10496,Accommodation and food services,Total,020,00,Total,Nonveteran,322,Firms with 11 to 15 years in business,5735,W,95348,2102029,,
10497,Accommodation and food services,Total,020,00,Total,Nonveteran,323,Firms with 16 or more years in business,7609,W,184880,3832875,,
10498,Accommodation and food services,Total,028,00,Total,Nonveteran,311,Firms with less than 2 years in business,1573,T,10218,203361,,
10499,Accommodation and food services,Total,028,00,Total,Nonveteran,318,Firms with 2 to 3 years in business,976,T,10114,205883,,
10500,Accommodation and food services,Total,028,00,Total,Nonveteran,319,Firms with 4 to 5 years in business,850,T,9900,191553,,
10501,Accommodation and food services,Total,028,00,Total,Nonveteran,321,Firms with 6 to 10 years in business,978,U,18636,356296,,
10502,Accommodation and food services,Total,028,00,Total,Nonveteran,322,Firms with 11 to 15 years in business,S,S,"10,000 to 24,999 employees",S,,
10503,Accommodation and food services,Total,028,00,Total,Nonveteran,323,Firms with 16 or more years in business,S,S,"25,000 to 49,999 employees",S,,
10504,Accommodation and food services,Total,029,00,Total,Nonveteran,311,Firms with less than 2 years in business,87902,W,780222,17119919,,
10505,Accommodation and food services,Total,029,00,Total,Nonveteran,318,Firms with 2 to 3 years in business,73631,W,1046311,19057253,,
10506,Accommodation and food services,Total,029,00,Total,Nonveteran,319,Firms with 4 to 5 years in business,55515,W,855668,16737004,,
10507,Accommodation and food services,Total,029,00,Total,Nonveteran,321,Firms with 6 to 10 years in business,82883,W,1341895,25695248,,
10508,Accommodation and food services,Total,029,00,Total,Nonveteran,322,Firms with 11 to 15 years in business,56584,W,1097784,22000023,,
10509,Accommodation and food services,Total,029,00,Total,Nonveteran,323,Firms with 16 or more years in business,95842,W,3879220,76917037,,
10510,Accommodation and food services,Total,001,30,White,Nonveteran,311,Firms with less than 2 years in business,67466,W,610602,13387637,,
10511,Accommodation and food services,Total,001,30,White,Nonveteran,318,Firms with 2 to 3 years in business,55611,W,829822,15157357,,
10512,Accommodation and food services,Total,001,30,White,Nonveteran,319,Firms with 4 to 5 years in business,41388,W,713987,14107729,,
10513,Accommodation and food services,Total,001,30,White,Nonveteran,321,Firms with 6 to 10 years in business,61833,W,1119463,21701731,,
10514,Accommodation and food services,Total,001,30,White,Nonveteran,322,Firms with 11 to 15 years in business,44035,W,963198,19584633,,
10515,Accommodation and food services,Total,001,30,White,Nonveteran,323,Firms with 16 or more years in business,81799,W,3574323,70186563,,
10516,Accommodation and food services,Total,001,40,Black or African American,Nonveteran,311,Firms with less than 2 years in business,1574,T,11471,185969,,
10517,Accommodation and food services,Total,001,40,Black or African American,Nonveteran,318,Firms with 2 to 3 years in business,1379,T,14474,269614,,
10518,Accommodation and food services,Total,001,40,Black or African American,Nonveteran,319,Firms with 4 to 5 years in business,873,T,16042,287543,,
10519,Accommodation and food services,Total,001,40,Black or African American,Nonveteran,321,Firms with 6 to 10 years in business,1599,U,37963,629204,,
10520,Accommodation and food services,Total,001,40,Black or African American,Nonveteran,322,Firms with 11 to 15 years in business,886,U,16670,322265,,
10521,Accommodation and food services,Total,001,40,Black or African American,Nonveteran,323,Firms with 16 or more years in business,1219,U,56383,961046,,
10522,Accommodation and food services,Total,001,50,American Indian and Alaska Native,Nonveteran,311,Firms with less than 2 years in business,S,S,"1,000 to 2,499 employees",S,,
10523,Accommodation and food services,Total,001,50,American Indian and Alaska Native,Nonveteran,318,Firms with 2 to 3 years in business,S,S,"1,000 to 2,499 employees",S,,
10524,Accommodation and food services,Total,001,50,American Indian and Alaska Native,Nonveteran,319,Firms with 4 to 5 years in business,S,S,"1,000 to 2,499 employees",S,,
10525,Accommodation and food services,Total,001,50,American Indian and Alaska Native,Nonveteran,321,Firms with 6 to 10 years in business,S,S,"2,500 to 4,999 employees",S,,
10526,Accommodation and food services,Total,001,50,American Indian and Alaska Native,Nonveteran,322,Firms with 11 to 15 years in business,S,S,"5,000 to 9,999 employees",S,,
10527,Accommodation and food services,Total,001,50,American Indian and Alaska Native,Nonveteran,323,Firms with 16 or more years in business,S,S,"10,000 to 24,999 employees",S,,
10528,Accommodation and food services,Total,001,60,Asian,Nonveteran,311,Firms with less than 2 years in business,27381,W,212816,4748431,,
10529,Accommodation and food services,Total,001,60,Asian,Nonveteran,318,Firms with 2 to 3 years in business,24456,W,282573,5181653,,
10530,Accommodation and food services,Total,001,60,Asian,Nonveteran,319,Firms with 4 to 5 years in business,19010,W,203480,3806099,,
10531,Accommodation and food services,Total,001,60,Asian,Nonveteran,321,Firms with 6 to 10 years in business,28858,W,318871,6121483,,
10532,Accommodation and food services,Total,001,60,Asian,Nonveteran,322,Firms with 11 to 15 years in business,17282,W,219814,4308061,,
10533,Accommodation and food services,Total,001,60,Asian,Nonveteran,323,Firms with 16 or more years in business,20192,W,457832,9951874,,
10534,Accommodation and food services,Total,001,70,Native Hawaiian and Other Pacific Islander,Nonveteran,311,Firms with less than 2 years in business,S,S,500 to 999 employees,S,,
10535,Accommodation and food services,Total,001,70,Native Hawaiian and Other Pacific Islander,Nonveteran,318,Firms with 2 to 3 years in business,S,S,"1,000 to 2,499 employees",S,,
10536,Accommodation and food services,Total,001,70,Native Hawaiian and Other Pacific Islander,Nonveteran,319,Firms with 4 to 5 years in business,S,S,"1,000 to 2,499 employees",S,,
10537,Accommodation and food services,Total,001,70,Native Hawaiian and Other Pacific Islander,Nonveteran,321,Firms with 6 to 10 years in business,S,S,"1,000 to 2,499 employees",S,,
10538,Accommodation and food services,Total,001,70,Native Hawaiian and Other Pacific Islander,Nonveteran,322,Firms with 11 to 15 years in business,S,S,250 to 499 employees,S,,
10539,Accommodation and food services,Total,001,70,Native Hawaiian and Other Pacific Islander,Nonveteran,323,Firms with 16 or more years in business,S,S,"1,000 to 2,499 employees",S,,
10540,Accommodation and food services,Total,001,90,Minority,Nonveteran,311,Firms with less than 2 years in business,37163,W,282919,6149385,,
10541,Accommodation and food services,Total,001,90,Minority,Nonveteran,318,Firms with 2 to 3 years in business,33653,W,381540,7071009,,
10542,Accommodation and food services,Total,001,90,Minority,Nonveteran,319,Firms with 4 to 5 years in business,25526,W,296552,5564060,,
10543,Accommodation and food services,Total,001,90,Minority,Nonveteran,321,Firms with 6 to 10 years in business,40043,W,488050,9483697,,
